path,valence,arousal,dominance
audio\audio_train\10828_happiness.wav,0.81,0.51,0.46
audio\audio_train\10829_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10830_anger.wav,-0.51,0.59,0.25
audio\audio_train\10831_neutral.wav,0.0,0.0,0.0
audio\audio_train\10832_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10833_neutral.wav,0.0,0.0,0.0
audio\audio_train\10834_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10835_anger.wav,-0.51,0.59,0.25
audio\audio_train\10836_anger.wav,-0.51,0.59,0.25
audio\audio_train\10837_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10838_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10839_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10840_neutral.wav,0.0,0.0,0.0
audio\audio_train\10842_neutral.wav,0.0,0.0,0.0
audio\audio_train\10843_happiness.wav,0.81,0.51,0.46
audio\audio_train\10844_happiness.wav,0.81,0.51,0.46
audio\audio_train\10845_happiness.wav,0.81,0.51,0.46
audio\audio_train\10846_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10847_happiness.wav,0.81,0.51,0.46
audio\audio_train\10848_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10849_happiness.wav,0.81,0.51,0.46
audio\audio_train\10850_neutral.wav,0.0,0.0,0.0
audio\audio_train\10851_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10852_anger.wav,-0.51,0.59,0.25
audio\audio_train\10853_neutral.wav,0.0,0.0,0.0
audio\audio_train\10854_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10855_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10856_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10857_neutral.wav,0.0,0.0,0.0
audio\audio_train\10858_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10859_anger.wav,-0.51,0.59,0.25
audio\audio_train\10861_happiness.wav,0.81,0.51,0.46
audio\audio_train\10862_neutral.wav,0.0,0.0,0.0
audio\audio_train\10863_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10864_neutral.wav,0.0,0.0,0.0
audio\audio_train\10865_happiness.wav,0.81,0.51,0.46
audio\audio_train\10866_anger.wav,-0.51,0.59,0.25
audio\audio_train\10867_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10868_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10870_happiness.wav,0.81,0.51,0.46
audio\audio_train\10871_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10872_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10873_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10874_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10875_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10876_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10877_happiness.wav,0.81,0.51,0.46
audio\audio_train\10878_neutral.wav,0.0,0.0,0.0
audio\audio_train\10879_neutral.wav,0.0,0.0,0.0
audio\audio_train\10881_happiness.wav,0.81,0.51,0.46
audio\audio_train\10882_neutral.wav,0.0,0.0,0.0
audio\audio_train\10883_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10884_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10885_neutral.wav,0.0,0.0,0.0
audio\audio_train\10887_anger.wav,-0.51,0.59,0.25
audio\audio_train\10890_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10891_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10892_anger.wav,-0.51,0.59,0.25
audio\audio_train\10893_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10894_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10895_neutral.wav,0.0,0.0,0.0
audio\audio_train\10896_anger.wav,-0.51,0.59,0.25
audio\audio_train\10897_happiness.wav,0.81,0.51,0.46
audio\audio_train\10898_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10899_neutral.wav,0.0,0.0,0.0
audio\audio_train\10900_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10901_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10902_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10903_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10904_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10905_anger.wav,-0.51,0.59,0.25
audio\audio_train\10906_neutral.wav,0.0,0.0,0.0
audio\audio_train\10907_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10908_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10909_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10911_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10912_neutral.wav,0.0,0.0,0.0
audio\audio_train\10913_neutral.wav,0.0,0.0,0.0
audio\audio_train\10914_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10915_anger.wav,-0.51,0.59,0.25
audio\audio_train\10916_anger.wav,-0.51,0.59,0.25
audio\audio_train\10917_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10918_happiness.wav,0.81,0.51,0.46
audio\audio_train\10919_anger.wav,-0.51,0.59,0.25
audio\audio_train\10920_neutral.wav,0.0,0.0,0.0
audio\audio_train\10921_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10922_anger.wav,-0.51,0.59,0.25
audio\audio_train\10923_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10924_anger.wav,-0.51,0.59,0.25
audio\audio_train\10925_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10926_neutral.wav,0.0,0.0,0.0
audio\audio_train\10927_neutral.wav,0.0,0.0,0.0
audio\audio_train\10928_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10929_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10930_neutral.wav,0.0,0.0,0.0
audio\audio_train\10931_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10932_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10933_neutral.wav,0.0,0.0,0.0
audio\audio_train\10934_neutral.wav,0.0,0.0,0.0
audio\audio_train\10935_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10936_happiness.wav,0.81,0.51,0.46
audio\audio_train\10937_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10938_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10939_happiness.wav,0.81,0.51,0.46
audio\audio_train\10940_happiness.wav,0.81,0.51,0.46
audio\audio_train\10941_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10942_neutral.wav,0.0,0.0,0.0
audio\audio_train\10943_neutral.wav,0.0,0.0,0.0
audio\audio_train\10944_anger.wav,-0.51,0.59,0.25
audio\audio_train\10945_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10946_neutral.wav,0.0,0.0,0.0
audio\audio_train\10947_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10948_happiness.wav,0.81,0.51,0.46
audio\audio_train\10949_happiness.wav,0.81,0.51,0.46
audio\audio_train\10950_happiness.wav,0.81,0.51,0.46
audio\audio_train\10951_happiness.wav,0.81,0.51,0.46
audio\audio_train\10952_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10954_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10955_neutral.wav,0.0,0.0,0.0
audio\audio_train\10956_happiness.wav,0.81,0.51,0.46
audio\audio_train\10957_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10958_happiness.wav,0.81,0.51,0.46
audio\audio_train\10959_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10960_neutral.wav,0.0,0.0,0.0
audio\audio_train\10961_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10962_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10964_happiness.wav,0.81,0.51,0.46
audio\audio_train\10965_anger.wav,-0.51,0.59,0.25
audio\audio_train\10966_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10967_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10968_neutral.wav,0.0,0.0,0.0
audio\audio_train\10969_surprise.wav,0.4,0.67,-0.13
audio\audio_train\10970_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10972_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10973_neutral.wav,0.0,0.0,0.0
audio\audio_train\10974_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10975_happiness.wav,0.81,0.51,0.46
audio\audio_train\10976_happiness.wav,0.81,0.51,0.46
audio\audio_train\10977_happiness.wav,0.81,0.51,0.46
audio\audio_train\10978_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10979_neutral.wav,0.0,0.0,0.0
audio\audio_train\10980_anger.wav,-0.51,0.59,0.25
audio\audio_train\10981_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10982_fear.wav,-0.64,0.6,-0.43
audio\audio_train\10983_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10984_neutral.wav,0.0,0.0,0.0
audio\audio_train\10985_happiness.wav,0.81,0.51,0.46
audio\audio_train\10986_neutral.wav,0.0,0.0,0.0
audio\audio_train\10987_anger.wav,-0.51,0.59,0.25
audio\audio_train\10988_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10989_anger.wav,-0.51,0.59,0.25
audio\audio_train\10990_anger.wav,-0.51,0.59,0.25
audio\audio_train\10991_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10992_neutral.wav,0.0,0.0,0.0
audio\audio_train\10993_happiness.wav,0.81,0.51,0.46
audio\audio_train\10994_happiness.wav,0.81,0.51,0.46
audio\audio_train\10995_disgust.wav,-0.6,0.35,0.11
audio\audio_train\10996_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10997_neutral.wav,0.0,0.0,0.0
audio\audio_train\10998_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\10999_happiness.wav,0.81,0.51,0.46
audio\audio_train\11000_neutral.wav,0.0,0.0,0.0
audio\audio_train\11001_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11002_neutral.wav,0.0,0.0,0.0
audio\audio_train\11003_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11004_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11005_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11006_neutral.wav,0.0,0.0,0.0
audio\audio_train\11007_happiness.wav,0.81,0.51,0.46
audio\audio_train\11008_happiness.wav,0.81,0.51,0.46
audio\audio_train\11009_neutral.wav,0.0,0.0,0.0
audio\audio_train\11010_anger.wav,-0.51,0.59,0.25
audio\audio_train\11012_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11013_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\11016_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11017_anger.wav,-0.51,0.59,0.25
audio\audio_train\11018_happiness.wav,0.81,0.51,0.46
audio\audio_train\11019_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11020_neutral.wav,0.0,0.0,0.0
audio\audio_train\11021_neutral.wav,0.0,0.0,0.0
audio\audio_train\11022_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11023_happiness.wav,0.81,0.51,0.46
audio\audio_train\11024_neutral.wav,0.0,0.0,0.0
audio\audio_train\11025_neutral.wav,0.0,0.0,0.0
audio\audio_train\11027_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11028_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11029_anger.wav,-0.51,0.59,0.25
audio\audio_train\11030_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11031_anger.wav,-0.51,0.59,0.25
audio\audio_train\11032_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11033_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11034_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11035_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11036_neutral.wav,0.0,0.0,0.0
audio\audio_train\11037_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11038_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11040_happiness.wav,0.81,0.51,0.46
audio\audio_train\11041_neutral.wav,0.0,0.0,0.0
audio\audio_train\11042_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11043_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11044_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11045_happiness.wav,0.81,0.51,0.46
audio\audio_train\11046_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11047_happiness.wav,0.81,0.51,0.46
audio\audio_train\11048_happiness.wav,0.81,0.51,0.46
audio\audio_train\11049_happiness.wav,0.81,0.51,0.46
audio\audio_train\11050_anger.wav,-0.51,0.59,0.25
audio\audio_train\11051_happiness.wav,0.81,0.51,0.46
audio\audio_train\11052_anger.wav,-0.51,0.59,0.25
audio\audio_train\11053_neutral.wav,0.0,0.0,0.0
audio\audio_train\11054_neutral.wav,0.0,0.0,0.0
audio\audio_train\11056_happiness.wav,0.81,0.51,0.46
audio\audio_train\11057_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11059_neutral.wav,0.0,0.0,0.0
audio\audio_train\11060_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11061_happiness.wav,0.81,0.51,0.46
audio\audio_train\11062_neutral.wav,0.0,0.0,0.0
audio\audio_train\11063_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11064_anger.wav,-0.51,0.59,0.25
audio\audio_train\11065_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11066_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11067_happiness.wav,0.81,0.51,0.46
audio\audio_train\11068_anger.wav,-0.51,0.59,0.25
audio\audio_train\11069_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11070_neutral.wav,0.0,0.0,0.0
audio\audio_train\11071_neutral.wav,0.0,0.0,0.0
audio\audio_train\11072_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11073_neutral.wav,0.0,0.0,0.0
audio\audio_train\11074_anger.wav,-0.51,0.59,0.25
audio\audio_train\11075_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11076_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11077_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11078_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11079_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11080_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\11081_anger.wav,-0.51,0.59,0.25
audio\audio_train\11082_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11083_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11084_neutral.wav,0.0,0.0,0.0
audio\audio_train\11085_neutral.wav,0.0,0.0,0.0
audio\audio_train\11086_anger.wav,-0.51,0.59,0.25
audio\audio_train\11087_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11088_neutral.wav,0.0,0.0,0.0
audio\audio_train\11089_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11090_happiness.wav,0.81,0.51,0.46
audio\audio_train\11091_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11092_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11093_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11094_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11095_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11096_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11097_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11098_happiness.wav,0.81,0.51,0.46
audio\audio_train\11099_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11100_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11101_happiness.wav,0.81,0.51,0.46
audio\audio_train\11102_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11103_happiness.wav,0.81,0.51,0.46
audio\audio_train\11105_happiness.wav,0.81,0.51,0.46
audio\audio_train\11106_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11107_happiness.wav,0.81,0.51,0.46
audio\audio_train\11108_neutral.wav,0.0,0.0,0.0
audio\audio_train\11109_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11111_neutral.wav,0.0,0.0,0.0
audio\audio_train\11112_neutral.wav,0.0,0.0,0.0
audio\audio_train\11113_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11114_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11115_happiness.wav,0.81,0.51,0.46
audio\audio_train\11116_happiness.wav,0.81,0.51,0.46
audio\audio_train\11117_anger.wav,-0.51,0.59,0.25
audio\audio_train\11118_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11119_neutral.wav,0.0,0.0,0.0
audio\audio_train\11120_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11121_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11122_neutral.wav,0.0,0.0,0.0
audio\audio_train\11123_anger.wav,-0.51,0.59,0.25
audio\audio_train\11124_anger.wav,-0.51,0.59,0.25
audio\audio_train\11125_neutral.wav,0.0,0.0,0.0
audio\audio_train\11126_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11127_neutral.wav,0.0,0.0,0.0
audio\audio_train\11128_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11129_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11130_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11131_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11132_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11133_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11134_happiness.wav,0.81,0.51,0.46
audio\audio_train\11136_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11137_neutral.wav,0.0,0.0,0.0
audio\audio_train\11138_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11139_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11140_happiness.wav,0.81,0.51,0.46
audio\audio_train\11141_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11142_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11143_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11144_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11145_anger.wav,-0.51,0.59,0.25
audio\audio_train\11146_neutral.wav,0.0,0.0,0.0
audio\audio_train\11149_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11150_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11151_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11152_anger.wav,-0.51,0.59,0.25
audio\audio_train\11153_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11155_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11157_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11158_happiness.wav,0.81,0.51,0.46
audio\audio_train\11159_happiness.wav,0.81,0.51,0.46
audio\audio_train\11160_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11161_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11162_happiness.wav,0.81,0.51,0.46
audio\audio_train\11163_neutral.wav,0.0,0.0,0.0
audio\audio_train\11164_neutral.wav,0.0,0.0,0.0
audio\audio_train\11165_neutral.wav,0.0,0.0,0.0
audio\audio_train\11166_neutral.wav,0.0,0.0,0.0
audio\audio_train\11167_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11168_happiness.wav,0.81,0.51,0.46
audio\audio_train\11170_neutral.wav,0.0,0.0,0.0
audio\audio_train\11171_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11172_neutral.wav,0.0,0.0,0.0
audio\audio_train\11173_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11174_neutral.wav,0.0,0.0,0.0
audio\audio_train\11175_happiness.wav,0.81,0.51,0.46
audio\audio_train\11176_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11177_anger.wav,-0.51,0.59,0.25
audio\audio_train\11178_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11179_neutral.wav,0.0,0.0,0.0
audio\audio_train\11180_neutral.wav,0.0,0.0,0.0
audio\audio_train\11181_happiness.wav,0.81,0.51,0.46
audio\audio_train\11182_neutral.wav,0.0,0.0,0.0
audio\audio_train\11183_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11184_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11185_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11186_happiness.wav,0.81,0.51,0.46
audio\audio_train\11187_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11188_happiness.wav,0.81,0.51,0.46
audio\audio_train\11189_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11190_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11191_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11192_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11193_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11194_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11195_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11196_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11197_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11198_anger.wav,-0.51,0.59,0.25
audio\audio_train\11199_anger.wav,-0.51,0.59,0.25
audio\audio_train\11200_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11201_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11202_anger.wav,-0.51,0.59,0.25
audio\audio_train\11203_neutral.wav,0.0,0.0,0.0
audio\audio_train\11204_neutral.wav,0.0,0.0,0.0
audio\audio_train\11205_happiness.wav,0.81,0.51,0.46
audio\audio_train\11206_neutral.wav,0.0,0.0,0.0
audio\audio_train\11207_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11208_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11209_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11210_anger.wav,-0.51,0.59,0.25
audio\audio_train\11211_anger.wav,-0.51,0.59,0.25
audio\audio_train\11212_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11213_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11214_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11215_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11216_neutral.wav,0.0,0.0,0.0
audio\audio_train\11217_anger.wav,-0.51,0.59,0.25
audio\audio_train\11218_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11219_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11220_anger.wav,-0.51,0.59,0.25
audio\audio_train\11221_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11222_anger.wav,-0.51,0.59,0.25
audio\audio_train\11223_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11224_anger.wav,-0.51,0.59,0.25
audio\audio_train\11225_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11226_anger.wav,-0.51,0.59,0.25
audio\audio_train\11227_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11228_neutral.wav,0.0,0.0,0.0
audio\audio_train\11229_anger.wav,-0.51,0.59,0.25
audio\audio_train\11230_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11231_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11232_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11233_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11234_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11235_happiness.wav,0.81,0.51,0.46
audio\audio_train\11236_neutral.wav,0.0,0.0,0.0
audio\audio_train\11237_happiness.wav,0.81,0.51,0.46
audio\audio_train\11238_happiness.wav,0.81,0.51,0.46
audio\audio_train\11239_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11240_neutral.wav,0.0,0.0,0.0
audio\audio_train\11241_neutral.wav,0.0,0.0,0.0
audio\audio_train\11242_anger.wav,-0.51,0.59,0.25
audio\audio_train\11243_neutral.wav,0.0,0.0,0.0
audio\audio_train\11244_anger.wav,-0.51,0.59,0.25
audio\audio_train\11245_happiness.wav,0.81,0.51,0.46
audio\audio_train\11246_neutral.wav,0.0,0.0,0.0
audio\audio_train\11247_neutral.wav,0.0,0.0,0.0
audio\audio_train\11248_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11249_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11250_neutral.wav,0.0,0.0,0.0
audio\audio_train\11251_happiness.wav,0.81,0.51,0.46
audio\audio_train\11252_happiness.wav,0.81,0.51,0.46
audio\audio_train\11253_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11254_happiness.wav,0.81,0.51,0.46
audio\audio_train\11255_neutral.wav,0.0,0.0,0.0
audio\audio_train\11256_happiness.wav,0.81,0.51,0.46
audio\audio_train\11257_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11258_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\11259_surprise.wav,0.4,0.67,-0.13
audio\audio_train\11261_anger.wav,-0.51,0.59,0.25
audio\audio_train\11262_anger.wav,-0.51,0.59,0.25
audio\audio_train\11263_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11264_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11265_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\11266_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11267_neutral.wav,0.0,0.0,0.0
audio\audio_train\11268_anger.wav,-0.51,0.59,0.25
audio\audio_train\11269_neutral.wav,0.0,0.0,0.0
audio\audio_train\11270_happiness.wav,0.81,0.51,0.46
audio\audio_train\11271_happiness.wav,0.81,0.51,0.46
audio\audio_train\11272_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11273_happiness.wav,0.81,0.51,0.46
audio\audio_train\11274_anger.wav,-0.51,0.59,0.25
audio\audio_train\11275_neutral.wav,0.0,0.0,0.0
audio\audio_train\11276_neutral.wav,0.0,0.0,0.0
audio\audio_train\11277_happiness.wav,0.81,0.51,0.46
audio\audio_train\11278_neutral.wav,0.0,0.0,0.0
audio\audio_train\11279_neutral.wav,0.0,0.0,0.0
audio\audio_train\11280_anger.wav,-0.51,0.59,0.25
audio\audio_train\11281_anger.wav,-0.51,0.59,0.25
audio\audio_train\11282_disgust.wav,-0.6,0.35,0.11
audio\audio_train\11283_happiness.wav,0.81,0.51,0.46
audio\audio_train\11285_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11286_fear.wav,-0.64,0.6,-0.43
audio\audio_train\11287_anger.wav,-0.51,0.59,0.25
audio\audio_train\11288_sadness.wav,-0.63,-0.27,-0.33
